Doc. Type1,Author Type2,Organisation3,Code,N/I,Language,Document title,"Size
 (characters)",Year,Remarks,Stat.1
RM,SO,SCan ,RM_SCan_2016_csma2_e,N,E,User Guide: Canadian System of Macroeconomic Accounts, Chapter 2 History of Canada’s macroeconomic accounts,110 931,2016,,
RM,SO,SCan ,RM_SCan_2016_csma2_f,N,F,Système canadien des comptes macroéconomiques - Chapitre 2 Historique des comptes macroéconosmiques du Canada,123 894,2016,Translation,
RM,SO,SCan ,RM_SCan_2016_csma3_e,N,E,User Guide: Canadian System of Macroeconomic Accounts, Chapter 3 Key concepts in brief of the Canadian System of Macroeconomic Accounts,129 218,2016,,
RM,SO,SCan ,RM_SCan_2016_csma3_f,N,F,Système canadien des comptes macroéconomiques - Chapitre 3 Concepts clés en bref,145 812,2016,Translation,
RM,SO,SCan ,RM_SCan_2017_csma8_e,N,E,User Guide: Canadian System of Macroeconomic Accounts, Chapter 8 International Accounts,145 118,2017,,
RM,SO,SCan ,RM_SCan_2017_csma8_f,N,F,Système canadien des comptes macroéconomiques - Chapitre 8 Comptes internationaux,170 601,2017,Translation,
RM,SO,SCan ,RM_SCan_2020_ITSer_e,N,E,"Canada's International Transactions in Services
Detailed information for 2019 ",13 321,2020,,
RM,SO,SCan ,RM_SCan_2020_ITSer_f,N,F,"Transactions internationales de services du Canada
Information détaillée pour 2019",16 185,2020,,
RM,SO,SCan ,RM_SCan_2021_ITM_e,N,E,Canadian International Merchandise Trade (Balance of Payments Basis) Detailed information for January 2021 ,8 198,2021,,
RM,SO,SCan ,RM_SCan_2021_ITM_f,N,F,Commerce international de marchandises du Canada (base de la balance de paiements) - Information détaillée pour janvier 2021,10 026,2021,,
RM,SO,SCan ,RM_SCan_2021_ITSec_e,N,E,"Canada's International Transactions in Securities
Detailed information for January 2021 ",10 590,2021,,
RM,SO,SCan ,RM_SCan_2021_ITSec_f,N,F,Opérations internationales du Canada en valeurs mobilières - Information détaillée pour janvier 2021 ,12 434,2021,,
RM,CB,OeNB,RM_OeNB_2020,N,D,Was ist zu melden?,8 704,2020,,
RM,CB,SNB,RM_SNB_2020_d,N,D,Erläuterungen – Zahlungsbilanz und Auslandvermögen,113 415,2020,,
RM,CB,SNB,RM_SNB_2020_f,N,F,Commentaires – Balance des paiements et position extérieure,125 467,2020,Translation,
RM,CB,SNB,RM_SNB_2020_Dok,N,D,Dokumentation - Zahlungsbilanz und Auslandvermögen der Schweiz (gem. BPM6) V.2,394 098,2020,,
RM,OT,UN+al.,RM_UN+al._2010_e,I,E,Manual on Statistics of International Trade in Services 2010 (MSITS 2010),531 475,2010,Original version,
RM,OT,UN+al.,RM_UN+al._2013_f,I,F,Manuel des statistiques du commerce international des services 2010,627 907,2013,Translation,
RM,OT,IMF,RM_IMF_2020,I,E,Special Purpose Entities: Guidelines for a Data Template,86 661,2020,,
PP,CB,SNB,PP_SNB_2023-f,N,F,Le commerce de transit, un baromètre de la mondialisation,8 786,2023,,
RM,CB,SNB,RM_SNB_2022_Dok,N,D,Dokumentation - Zahlungsbilanz und Auslandvermögen der Schweiz (gem. BPM6) V.4,552 289,2022,,
RM,OT,IMF,RM_IMF_2018,I,E,Final Report of the Task Force on Special Purpose Entities,95 717,2018,,
PR,CB,BuBa,PR_BuBa_2024,N,D,Die deutsche Zahlungsbilanz für das Jahr 2023,87 791,2024,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
